sno,state,district,faclty_nam,category,type,Facility_i,iso_minus_,iso_confm_,iso_suspec,o2suported,total_icu,ventilator,o2_manifol,PPE,N95,bio_med_wa
898,Maharashtra,MUMBAI SUBURBAN,Hotel Kamran Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20957,30,0,30,0,0,0,0,25,54,1
899,Maharashtra,MUMBAI SUBURBAN,ME1 BARC,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25265,0,0,0,0,0,0,0,2,2,1
900,Maharashtra,MUMBAI SUBURBAN,Hotel Le Grand,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21002,72,0,72,0,0,0,0,50,122,1
901,Maharashtra,MUMBAI SUBURBAN,"Boys Hostel,Kalina University,CST road
,Santacruz East",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20838,186,0,186,0,0,0,0,40,130,1
902,Maharashtra,MUMBAI SUBURBAN,N1 hotel oyo blue inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25297,60,0,60,0,0,0,0,20,30,1
903,Maharashtra,MUMBAI SUBURBAN,RN1 Saurashtra Patel Samaj Hostel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25221,80,0,80,0,0,0,0,5,20,1
904,Maharashtra,MUMBAI SUBURBAN,New Ward Office,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20945,80,0,80,0,0,0,0,50,110,1
905,Maharashtra,MUMBAI SUBURBAN,"S1 Wing F,� Pariwar allure Building",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25254,125,0,125,0,0,0,0,10,20,1
906,Maharashtra,MUMBAI SUBURBAN,Aksa Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20991,30,0,30,0,0,0,0,58,155,1
907,Maharashtra,MUMBAI SUBURBAN,MW1 Ruparel SRA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25286,600,0,600,0,0,0,0,10,5,1
908,Maharashtra,MUMBAI SUBURBAN,Arena Grand Banquet,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20887,220,0,220,0,0,0,0,12,50,1
909,Maharashtra,MUMBAI SUBURBAN,N1 hotel oyo blue bay,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25275,40,0,40,0,0,0,0,20,35,1
910,Maharashtra,MUMBAI SUBURBAN,Hotel Shalimar,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21012,30,0,30,0,0,0,0,52,152,1
911,Maharashtra,MUMBAI SUBURBAN,Andheri Sports Complex,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20862,40,0,40,0,0,0,0,45,149,1
912,Maharashtra,"MUMBAI
SUBURBAN",BARC,"Cat. III - Dedicated COVID
Center / DCCC",Hospital,20876,130,0,130,0,0,0,0,20,55,1
913,Maharashtra,MUMBAI SUBURBAN,Land Mark Party Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20908,82,0,82,0,0,0,0,65,120,1
914,Maharashtra,MUMBAI SUBURBAN,Hotel� Metro Inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20975,18,0,18,0,0,0,0,12,25,1
915,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Mumbai Metro,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25328,21,0,21,0,0,0,0,0,0,1
916,Maharashtra,MUMBAI SUBURBAN,Hotel Metro Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20897,50,0,50,0,0,0,0,32,110,1
917,Maharashtra,MUMBAI SUBURBAN,"RS1 Permanent Transit Camp,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25231,240,0,240,0,0,0,0,0,0,1
918,Maharashtra,MUMBAI SUBURBAN,Hotel Kohi0or Elite,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20956,200,0,200,0,0,0,0,50,120,1
919,Maharashtra,MUMBAI SUBURBAN,"N1 Jolly Gymkhana,
Vidyavihar west ( rooms)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25264,60,0,60,0,0,0,0,0,0,1
920,Maharashtra,MUMBAI SUBURBAN,Nest Inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21001,6,0,6,0,0,0,0,47,103,1
921,Maharashtra,MUMBAI SUBURBAN,Saurashtra Patel Samaj Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20834,90,0,90,0,0,0,0,41,102,1
922,Maharashtra,MUMBAI SUBURBAN,RN1 Hotel Gokul Anand,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25220,40,0,40,0,0,0,0,5,17,1
923,Maharashtra,MUMBAI SUBURBAN,Imperial Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20943,600,0,600,0,0,0,0,48,120,1
924,Maharashtra,MUMBAI SUBURBAN,Hotel Admiral,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20990,42,0,42,0,0,0,0,50,125,1
925,Maharashtra,MUMBAI SUBURBAN,Arena Grand Banquet,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20886,220,0,220,0,0,0,0,12,50,1
926,Maharashtra,MUMBAI SUBURBAN,"SRA Building, Dev smruti,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21011,325,0,325,0,0,0,0,45,110,1
927,Maharashtra,MUMBAI SUBURBAN,New Training Hostel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20861,350,0,350,0,0,0,0,50,120,1
928,Maharashtra,MUMBAI SUBURBAN,Hotel Midland,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20875,14,0,14,0,0,0,0,30,110,1
929,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Golden Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25338,16,0,16,0,0,0,0,0,0,1
930,Maharashtra,MUMBAI SUBURBAN,Neelkamal,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20907,30,0,30,0,0,0,0,20,50,1
931,Maharashtra,MUMBAI SUBURBAN,Hotel Royal Park,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20971,16,0,16,0,0,0,0,20,45,1
932,Maharashtra,MUMBAI SUBURBAN,hotel ganesh palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20896,10,10,0,0,0,0,0,10,30,1
933,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Adore Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25359,17,0,17,0,0,0,0,0,0,1
934,Maharashtra,MUMBAI SUBURBAN,"RS1 Shri. Kambar Darnbar,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25230,20,0,20,0,0,0,0,0,0,1
935,Maharashtra,MUMBAI SUBURBAN,Hotel Yogi Broadway,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20954,30,0,30,0,0,0,0,25,50,1
936,Maharashtra,MUMBAI SUBURBAN,Rehab Building Sai SRA CHS Ltd.,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21000,350,0,350,0,0,0,0,45,155,1
937,Maharashtra,MUMBAI SUBURBAN,Vishwakarma Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20831,60,0,60,0,0,0,0,35,111,1
938,Maharashtra,MUMBAI SUBURBAN,"N1 shivaji technical institute,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25295,15,0,15,0,0,0,0,16,35,1
939,Maharashtra,MUMBAI SUBURBAN,RN1 SRA Building,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25219,54,0,54,0,0,0,0,4,18,1
940,Maharashtra,MUMBAI SUBURBAN,Kamala HighSchool,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20942,30,0,30,0,0,0,0,50,100,1
941,Maharashtra,MUMBAI SUBURBAN,S1 Hotel Rajjog,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25252,60,0,60,0,0,0,0,10,20,1
942,Maharashtra,MUMBAI SUBURBAN,Golden Nest Lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20988,11,0,11,0,0,0,0,32,98,1
943,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Royal Park,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25316,16,0,16,0,0,0,0,0,0,1
944,Maharashtra,MUMBAI SUBURBAN,Anil Guest House,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20885,12,0,12,0,0,0,0,35,100,1
945,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Doab Lodging Bhuvan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25348,8,0,8,0,0,0,0,0,0,1
946,Maharashtra,MUMBAI SUBURBAN,Kohi0or Cottage,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21010,12,0,12,0,0,0,0,55,98,1
947,Maharashtra,MUMBAI SUBURBAN,Indie Hotels LLP,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20860,56,0,56,0,0,0,0,20,100,1
948,Maharashtra,MUMBAI SUBURBAN,MW1 Safal and Slok Residency lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25305,20,0,20,0,0,0,0,0,0,1
949,Maharashtra,MUMBAI SUBURBAN,Shiv Shahi SPL,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20874,408,0,408,0,0,0,0,39,119,1
950,Maharashtra,MUMBAI SUBURBAN,Hotel Samrat ( Uni Continental),Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20906,40,0,40,0,0,0,0,50,120,1
951,Maharashtra,MUMBAI SUBURBAN,"S1 Kendriya Vidyalaya,Bhandup",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25241,300,0,300,0,0,0,0,10,20,1
952,Maharashtra,MUMBAI SUBURBAN,Hotel GSK Mobil Manzil,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20970,12,0,12,0,0,0,0,10,10,1
953,Maharashtra,MUMBAI SUBURBAN,HE2 Kher Nagar Munl. school Building,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,24724,156,156,0,0,0,0,0,0,0,1
954,Maharashtra,MUMBAI SUBURBAN,Highway Lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20895,30,0,30,0,0,0,0,12,50,1
955,Maharashtra,MUMBAI SUBURBAN,"RS1 Kandivali Education Society,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25229,200,0,200,0,0,0,0,0,0,1
956,Maharashtra,MUMBAI SUBURBAN,Hotel Royal Elite,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20953,14,0,14,0,0,0,0,29,159,1
957,Maharashtra,MUMBAI SUBURBAN,"N1 Lavendaur Baug, (Rooms)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25262,88,0,88,0,0,0,0,0,0,1
958,Maharashtra,MUMBAI SUBURBAN,Olive Nest,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20999,28,0,28,0,0,0,0,74,123,1
959,Maharashtra,MUMBAI SUBURBAN,Javahar Nagar Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20940,90,0,90,0,0,0,0,47,110,1
960,Maharashtra,MUMBAI SUBURBAN,Sea Side Inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20987,10,0,10,0,0,0,0,55,145,1
961,Maharashtra,MUMBAI SUBURBAN,Tata Institute of Social Sciences,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20871,360,0,360,0,0,0,0,20,50,1
962,Maharashtra,MUMBAI SUBURBAN,Vagad Visha Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20884,25,0,25,0,0,0,0,40,140,1
963,Maharashtra,MUMBAI SUBURBAN,RN1 Avirahi Homes Building 0. 1,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25218,60,0,60,0,0,0,0,5,15,1
964,Maharashtra,MUMBAI SUBURBAN,Shivshahi Building,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21009,700,0,700,0,0,0,0,50,150,1
965,Maharashtra,MUMBAI SUBURBAN,Hotel Fafali,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20859,20,0,20,0,0,0,0,22,130,1
966,Maharashtra,MUMBAI SUBURBAN,divine residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20872,25,0,25,0,0,0,0,59,80,1
967,Maharashtra,MUMBAI SUBURBAN,Hotel Grace Galaxy,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20905,40,0,40,0,0,0,0,50,100,1
968,Maharashtra,MUMBAI SUBURBAN,L1 SRA Building,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25370,192,0,192,0,0,0,0,0,0,1
969,Maharashtra,MUMBAI SUBURBAN,Hotel Delux Restaurant,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20968,12,0,12,0,0,0,0,12,20,1
970,Maharashtra,MUMBAI SUBURBAN,Gujarat Bhawan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20894,60,0,60,0,0,0,0,65,150,1
971,Maharashtra,MUMBAI SUBURBAN,"RS1 Sardar Vallabhai Patel,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25228,200,0,200,0,0,0,0,0,0,1
972,Maharashtra,MUMBAI SUBURBAN,Safal Residency lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20952,10,0,10,0,0,0,0,20,25,1
973,Maharashtra,MUMBAI SUBURBAN,ME1 Tata Institute of Social Sciences,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25261,360,0,360,0,0,0,0,5,5,1
974,Maharashtra,MUMBAI SUBURBAN,Auris Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20998,48,0,48,0,0,0,0,50,125,1
975,Maharashtra,MUMBAI SUBURBAN,Suncity Surya nagar vikroli,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20936,40,0,40,0,0,0,0,88,158,1
976,Maharashtra,MUMBAI SUBURBAN,Wego Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20986,48,0,48,0,0,0,0,35,105,1
977,Maharashtra,MUMBAI SUBURBAN,ME1 Videocon Atithi,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25282,2880,0,2880,0,0,0,0,15,15,1
978,Maharashtra,MUMBAI SUBURBAN,Air View Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20870,18,0,18,0,0,0,0,40,110,1
979,Maharashtra,MUMBAI SUBURBAN,Hotel Airport Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20883,10,0,10,0,0,0,0,30,100,1
980,Maharashtra,MUMBAI SUBURBAN,RN1 Mary Immaculate School,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25217,40,0,40,0,0,0,0,0,0,1
981,Maharashtra,MUMBAI SUBURBAN,Deeksha Lodging,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21008,14,0,14,0,0,0,0,45,106,1
982,Maharashtra,MUMBAI SUBURBAN,Spanish Villa,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20858,27,0,27,0,0,0,0,59,110,1
983,Maharashtra,MUMBAI SUBURBAN,MW1 Godrej Bldg.,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25303,200,0,200,0,0,0,0,10,5,1
984,Maharashtra,MUMBAI SUBURBAN,Aviva Group of Hotels,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20904,72,0,72,0,0,0,0,39,105,1
985,Maharashtra,MUMBAI SUBURBAN,L1 Hotel BKC Palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25368,25,0,25,0,0,0,0,0,0,1
986,Maharashtra,MUMBAI SUBURBAN,Hotel Sunlight,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20967,4,0,4,0,0,0,0,12,15,1
987,Maharashtra,MUMBAI SUBURBAN,N1 ghatkopar guest house,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25271,40,0,40,0,0,0,0,15,38,1
988,Maharashtra,MUMBAI SUBURBAN,Hotel Regal Enclave,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20893,60,0,60,0,0,0,0,50,110,1
989,Maharashtra,MUMBAI SUBURBAN,L1 Hotel GSK Mobil Manzil,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25356,12,0,12,0,0,0,0,0,0,1
990,Maharashtra,MUMBAI SUBURBAN,"RS1 Burabhai Maraige Hall,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25227,250,0,250,0,0,0,0,0,0,1
991,Maharashtra,"MUMBAI
SUBURBAN",Senroof PAP Building,"Cat. III - Dedicated COVID
Center / DCCC",Hospital,20951,100,0,100,0,0,0,0,82,142,1
992,Maharashtra,MUMBAI SUBURBAN,N1 Roa hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25260,43,0,43,0,0,0,0,0,0,1
993,Maharashtra,MUMBAI SUBURBAN,Land Mark Residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20997,16,0,16,0,0,0,0,53,99,1
994,Maharashtra,MUMBAI SUBURBAN,MW1 Highway Lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25292,30,0,30,0,0,0,0,0,0,1
995,Maharashtra,MUMBAI SUBURBAN,ME1 New Boys Training Hostel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25249,350,0,350,0,0,0,0,10,10,1
996,Maharashtra,MUMBAI SUBURBAN,Silver Inn Lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20985,11,0,11,0,0,0,0,36,122,1
997,Maharashtra,MUMBAI SUBURBAN,Dewan Centre,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20869,25,0,25,0,0,0,0,31,88,1
998,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Kohi0or Elite,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25313,28,0,28,0,0,0,0,0,0,1
999,Maharashtra,MUMBAI SUBURBAN,TISS Guest House,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20882,60,0,60,0,0,0,0,25,56,1
1000,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Savay Sut,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25345,60,0,60,0,0,0,0,0,0,1
1001,Maharashtra,MUMBAI SUBURBAN,"RN1 PTC Building, Kandivali West",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25216,400,0,400,0,0,0,0,15,30,1
1002,Maharashtra,MUMBAI SUBURBAN,"Wing F,� Pariwar allure Building",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20926,125,0,125,0,0,0,0,100,150,1
1003,Maharashtra,MUMBAI SUBURBAN,Sanskar College,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21007,100,0,100,0,0,0,0,40,100,1
1004,Maharashtra,MUMBAI SUBURBAN,Hotel Yatree,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20856,38,0,38,0,0,0,0,20,90,1
1005,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Prime Grand,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25302,80,0,80,0,0,0,0,0,0,1
1006,Maharashtra,MUMBAI SUBURBAN,Hotel Mini Panjab / Delmon Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20903,24,0,24,0,0,0,0,30,100,1
1007,Maharashtra,MUMBAI SUBURBAN,T1 Senroof PAP Building,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25238,100,0,100,0,0,0,0,0,0,1
1008,Maharashtra,MUMBAI SUBURBAN,Hotel Doab Lodging Bhuvan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20966,8,0,8,0,0,0,0,12,20,1
1009,Maharashtra,"MUMBAI
SUBURBAN",Ruparel SRA,"Cat. III - Dedicated COVID
Center / DCCC",Hospital,20892,260,0,260,0,0,0,0,50,50,1
1010,Maharashtra,MUMBAI SUBURBAN,"RS1 Thakur Village Hall,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25226,50,0,50,0,0,0,0,0,0,1
1011,Maharashtra,MUMBAI SUBURBAN,Sri Shlok lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20950,10,0,10,0,0,0,0,20,50,1
1012,Maharashtra,MUMBAI SUBURBAN,S1 MMRDA Building Powai,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25259,1600,0,1600,0,0,0,0,30,40,1
1013,Maharashtra,MUMBAI SUBURBAN,Hotel Le Western,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20996,20,0,20,0,0,0,0,30,100,1
1014,Maharashtra,MUMBAI SUBURBAN,S1 Hotel Pride,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25248,60,0,60,0,0,0,0,10,20,1
1015,Maharashtra,MUMBAI SUBURBAN,Lemon Tree Premier Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20984,70,0,70,0,0,0,0,40,130,1
1016,Maharashtra,MUMBAI SUBURBAN,NPCIL Guest House,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20867,160,0,160,0,0,0,0,25,50,1
1017,Maharashtra,MUMBAI SUBURBAN,chandani residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20881,32,0,32,0,0,0,0,56,119,1
1018,Maharashtra,MUMBAI SUBURBAN,"Runwal Forest, kanjur marg (West)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20923,120,0,120,0,0,0,0,69,194,1
1019,Maharashtra,MUMBAI SUBURBAN,MW1 Maharana Hotel & Lodge,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25301,10,0,10,0,0,0,0,0,0,1
1020,Maharashtra,MUMBAI SUBURBAN,L1 Hotel� Metro Inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25333,18,0,18,0,0,0,0,0,0,1
1021,Maharashtra,MUMBAI SUBURBAN,Hotel Golden Ark,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20902,35,0,35,0,0,0,0,49,111,1
1022,Maharashtra,MUMBAI SUBURBAN,L1 Fab Hotel Regal International,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25365,40,0,40,0,0,0,0,0,0,1
1023,Maharashtra,MUMBAI SUBURBAN,Hotel Savay Sut,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20965,60,0,60,0,0,0,0,20,26,1
1024,Maharashtra,MUMBAI SUBURBAN,A. T. Lodging,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21006,15,0,15,0,0,0,0,80,140,1
1025,Maharashtra,MUMBAI SUBURBAN,Ghatkopar guest house,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20846,40,0,40,0,0,0,0,20,60,1
1026,Maharashtra,MUMBAI SUBURBAN,HVPS Banquet Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20891,60,0,60,0,0,0,0,41,115,1
1027,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Delux Restaurant,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25354,10,0,10,0,0,0,0,0,0,1
1028,Maharashtra,MUMBAI SUBURBAN,RS1 Ellara Ruparel SRA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25225,168,0,168,0,0,0,0,0,0,1
1029,Maharashtra,MUMBAI SUBURBAN,MMRDA Building Powai,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20949,1300,0,1300,0,0,0,0,100,132,1
1030,Maharashtra,MUMBAI SUBURBAN,Mantra Residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20995,42,0,42,0,0,0,0,52,102,1
1031,Maharashtra,MUMBAI SUBURBAN,N1 hotel blue ocean,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25290,40,0,40,0,0,0,0,18,45,1
1032,Maharashtra,MUMBAI SUBURBAN,"Hotel Nalanda,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20981,32,0,32,0,0,0,0,45,65,1
1033,Maharashtra,MUMBAI SUBURBAN,Jankibai Banquet Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20866,48,0,48,0,0,0,0,29,95,1
1034,Maharashtra,MUMBAI SUBURBAN,Maheshwari Bhawan Banquet Hall,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20880,60,0,60,0,0,0,0,75,100,1
1035,Maharashtra,MUMBAI SUBURBAN,Roa hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20918,43,0,43,0,0,0,0,56,130,1
1036,Maharashtra,MUMBAI SUBURBAN,IT BUILDING KALINA,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,23890,200,200,0,0,0,0,0,100,100,1
1037,Maharashtra,MUMBAI SUBURBAN,"Jolly Gymkhana,
Vidyavihar west ( rooms)",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20901,60,0,60,0,0,0,0,40,50,1
1038,Maharashtra,MUMBAI SUBURBAN,L1 Hotel Embassy Grand,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25364,18,0,18,0,0,0,0,0,0,1
1039,Maharashtra,MUMBAI SUBURBAN,Hotel Calif,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20963,178,0,178,0,0,0,0,50,120,1
1040,Maharashtra,MUMBAI SUBURBAN,N1 hotel ganesh palace,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25268,15,0,15,0,0,0,0,22,42,1
1041,Maharashtra,MUMBAI SUBURBAN,Om Sia Residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21005,20,0,20,0,0,0,0,40,30,1
1042,Maharashtra,MUMBAI SUBURBAN,Hotel Midtown,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20844,30,0,30,0,0,0,0,25,115,1
1043,Maharashtra,MUMBAI SUBURBAN,Hotel Aaram,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20890,20,0,20,0,0,0,0,40,90,1
1044,Maharashtra,MUMBAI SUBURBAN,RS1 Dr.Panjabrav Desmukh,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25224,230,0,230,0,0,0,0,0,0,1
1045,Maharashtra,MUMBAI SUBURBAN,Hotel Ginger,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20948,136,0,136,0,0,0,0,60,150,1
1046,Maharashtra,MUMBAI SUBURBAN,Hotel Empire suit,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20994,24,0,24,0,0,0,0,40,120,1
1047,Maharashtra,MUMBAI SUBURBAN,Solitaire Hotel,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20980,90,0,90,0,0,0,0,40,125,1
1048,Maharashtra,MUMBAI SUBURBAN,ME1 Grand Banquet,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25278,220,0,220,0,0,0,0,2,2,1
1049,Maharashtra,MUMBAI SUBURBAN,MHADA BLDG,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,21073,130,0,130,0,0,0,0,56,135,1
1050,Maharashtra,MUMBAI SUBURBAN,hotel oyo blue inn,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20865,36,0,36,0,0,0,0,50,110,1
1051,Maharashtra,MUMBAI SUBURBAN,Hotel Golden Swan,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20879,18,0,18,0,0,0,0,40,105,1
1052,Maharashtra,MUMBAI SUBURBAN,"shivaji technical institute,",Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,20915,15,0,15,0,0,0,0,25,30,1
1053,Maharashtra,MUMBAI SUBURBAN,N1 divine residency,Cat. III - Dedicated COVID Center / DCCC,Other than Hospital,25299,60,0,60,0,0,0,0,15,40,1
